CourseID,CIPChoiceID,Publicly,StatePublicly,CourseDept,CourseNo,CourseTitle,CourseDescription,ForCredit,MinCredits,MaxCredits,CEU,CreditType,CourseLevel,CoursePrereqs,EnrollProcedure,Admitted,AdmissInternet,RegInternet,RegistrarURL,CompleteFL
96,51.07,T,T,HIM,1300,Health Care Facility And Delivery Systems,This course will examine healthcare complexities$ function of various types of health facilities$ accreditation standards$ Medicare law$ and the American health delivery system. Students will learn the components of Medicare$ Medicaid$ Health Insurance Organizations (HMO's)$ and the federal laws that govern them. A.S. degree credit only.,T,2,2,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
97,51.07,T,T,HIM,2214C,Health Statistics,This course will focus on the definitions for analysis$ interpretation$ and display of healthcare data. The student will learn the acceptable terminology and basic definitions for reporting health statistics. Emphasis is placed on the use of the formulas necessary for computing standard rates$ percentages$ and averages from patient data. Prerequisites: HIM 1110$ 1110L; corequisite: HIM 2512C. (1 hr. lecture; 2 hr. lab),T,2,2,0,S,U,Prerequisite: HIM1110$ HIM1110L; Corequisite: HIM2512C,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
98,51.07,T,T,HIM,2433,Pathophysiology And Pharmacology,This course provides an in-depth knowledge of disease$ its etiology$ medical complications$ and pathophysiologic nature. Students will learn laboratory and other diagnostic tests used to confirm or rule out those diagnoses addressed. Current pharmacological treatments are explored with review and interpretation of health record data. Prerequisites: BSC 2085$ 2085L$ HIM 2472. A.S. degree credit only. (3 hr. lecture),T,3,3,0,S,U,Prerequisites: BSC 2085$ 2085L$ HIM 2472. A.S. degree credit only.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
99,51.07,T,T,HIM,2472,Medical Terminology,Analysis of medical terms through learning basic roots$ prefixes and suffixes permitting the student to have a working knowledge of the language of medicine. Prerequisite: Permission of department chairperson. A.S. degree credit only. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: Permission of department chairperson.; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
100,13.13,T,T,HLP,1081,Fitness & Wellness For Life,In this course students will learn the roles of exercise$ physical activity$ diet$ and stress management in achieving optimal wellness. Students will explore current developments in health and complete lab assignments$ which will assist in the determination of their current health status. Individualized exercise and dietary protocols based on these assessments will be developed. Special fee. (3 hr. lecture/lab),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
102,51,T,T,HSC,2400,Basic Emergency Care,Designed to provide opportunities to develop$ practice$ and display skills concerning emergency care and the prevention of accidents. This course meets the American Heart Association Healthcare Provider Cardiopulmonary Resuscitation/automated External Defibrillation and the American Red Cross for Standard First Aid Certification requirement. Special fee. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
103,24.01,T,T,HUM,1020,Humanities,An integral approach to the humanities: creative ideas$ works$ and accomplishments of various cultures from the areas of art$ architecture$ drama$ music$ literature and philosophy are presented.  (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
104,51.07,T,T,HUN,1201,Essentials Of Human Nutrition,The Essentials of Human Nutrition is a general education course designed to acquaint students with the specific role of carbohydrates$ fats$ proteins$ vitamins$ minerals$ and water in daily life. Students will learn how the human body systems manage the breakdown$ assimilation$ and excretion of nutrients and their metabolic wastes. Students will also learn the relationships between food and optimal health including physical fitness and the relationships between nutritional imbalances and diseases. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
106,45.10,T,T,INR,2002,International Relations,The nature of international relations$ the causes of leading international problems$ foreign policies of world powers$ international political organizations$ and the origins of war and peace in the international arena. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
107,45.01,T,T,ISS,1120,The Social Environment,The Social Environment is an interdisciplinary course that emphasizes the cultural$ political$ economic and global dimensions of societies. Its main objective is to promote knowledge of contemporary and historical forces that shape our social environment and engage students in a life-long process of inquiry and decision-making. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
108,45.01,T,T,ISS,1161,The Individual In Society,This is an interdisciplinary course that emphasizes understanding of oneself as a unique individual who$ as part of global community$ is responsible for decisions affecting his/her psychological$ social$ environmental$ and physical well-being. Main themes include personality and self$ society and culture$ development and the life cycle$ and the maintenance of physical and psychological health. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
109,13.13,T,T,LIS,2004,Strategies For Online Research,LIS 2004$ Strategies for Online Research$ focuses on critical thinking skills for online research. Students will learn how to access$ evaluate$ and use information efficiently and ethically. (1 hr. lecture),T,1,1,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
110,23.01,T,T,LIT,2120,A Survey Of World Literature 2,LIT 2120 explores masterpieces of world literature from the mid-renaissance to the present. Works studied exemplify the universality of human experience. Fulfills Gordon Rule writing requirement. Prerequisites: ENC 1101$1102 or equivalent. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: ENC1101$ ENC1102 or equivalent.; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
111,23.01,T,T,LIT,2480,Issues In Literature & Culture,Students will learn about literature as a socio-cultural response by writers to the world in which they live; they will connect literary texts to cultural issues through completion of oral and written assignments$ critical analysis and practical investigation. Fulfills Gordon Rule writing requirement. Prerequisite: ENC 1102. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
112,27.01,T,T,MAC,1105,College Algebra,This course introduces the student to the concept of functions and their graphs. The student will learn to graph linear$ quadratic$ rational$ exponential$ logarithmic$ radical$ power$ and absolute value functions and their transformations. The student will perform operations on functions and compositions of functions$ find the inverse of a function$ apply the laws of logarithms to simplify expressions and solve equation$ graph non-linear inequalities$ and solve related applications and modeling problems. Prerequisite: MAT 1033 with a grade of C or higher. ( 3 hr. lecture ),T,3,3,0,S,U,Prerequisite: MAT1033 with a grade of "C" or better "or" satisfactory placement test scores.; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
113,27.01,T,T,MAC,1114,Trigonometry,This course will cover the analysis and graph of trigonometric functions and inverse trigonometric functions$ the fundamental trigonometric identities$ solutions to conditional trigonometric equations$ solutions for both right and oblique triangles$ operations on complex numbers in trigonometric form$ work with vectors$ graph both polar and parametric equations$ and solutions of applications and modeling problems related to the above topics. Prerequisite: MAC 1105 or MAC 1106 with a grade of C or better. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: MAC 1105 or MAC 1106 with a grade of C or better,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
114,27.01,T,T,MAC,1140,Pre-Calculus Algebra,This course will cover properties and graphs of algebraic$ exponential$ and logarithmic functions$ piecewise-defined functions$ the Fundamental Theorem of Algebra$ solutions of polynomial equations$ conic sections$ systems of equations$ matrices$ and determinants$ arithmetic and geometric sequences and series$ the Binomial Theorem$ and corresponding applications and modeling. Prerequisite: MAC 1105 with a grade of C or higher. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: MAC1105 with a grade of "C" or better or equivalent.; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
115,27.01,T,T,MAC,1147,Pre-Calculus Algebra And Trigonometry,The course will cover the properties and graphs of algebraic$ exponential and logarithmic functions$ piecewise-defined functions$ the Fundamental Theorem of Algebra$ solutions of polynomial equations$ conic sections$ systems of equations$ matrices and determinants$ arithmetic and geometric sequences and series$ the Binomial Theorem$ graph of trigonometric functions and inverse trigonometric functions$ the fundamental trigonometric identities$ solutions to conditional trigonometric equations$ solutions for both right and oblique triangles$ operations on complex numbers in trigonometric form$ vectors$ graphs of polar and parametric equations$ and solutions of applications and modeling problems related to the above topics. Prerequisite: MAC1105 with a grade of C or higher. (5 hr. lecture),T,5,5,0,S,U,Prerequisite: MAC1105 with a grade of C or higher,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
116,27.01,T,T,MAC,2233,Business Calculus,This course introduces the basic concepts of differential and integral calculus for students majoring in business administration and related fields. Topics include limits$ continuity$ differentiation and integration of polynomials$ logarithmic and exponential functions with applications to business$ economics$ and the life sciences. Prerequisite: MAC 1105 or MAC 1106 with a grade of C or higher. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: MAC1105 with a grade of C or better or departmental permission.; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
117,52.02,T,T,MAN,2021,Principles Of Management,The student will learn to analyze the major functions of management. Emphasis is placed on learning how to manage organizations for excellence in both performance and employee satisfaction. Major topics include but are not limited to business ethics and social responsibility$ strategic and operational planning$ decision making$ organization structure and behavior$ managing groups and teams$ communication and information technology. Special fee. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
118,52.02,T,T,MAN,2604,Managing In A Multi-Cultural Environment,This course will introduce opportunities and problems encountered by managers operating in a diverse environment either within or outside their home country borders. Discussions will cover the environment of multinational management as well as planning$ organizing$ staffing$ leading and controlling in both domestic and multinational companies. Current events and cultural issues that significantly affect international business will also be examined.,T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
119,52.14,T,T,MAR,1011,Principles Of Marketing,This introductory course emphasizes key concepts and issues underlying the modern practice of marketing. The course provides the student with a clear understanding of marketing?s role in the 21st Century and introduces the student to both traditional and contemporary ways of marketing. The student will learn how marketers deliver value by satisfying customer needs and wants$ determine which target markets to serve$ and decide which goods and services are needed to serve these markets. ( 3 hr. lecture ),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
121,52.14,T,T,MAR,1720,Marketing In A Digital World,This course provides an introduction to new marketing concepts and the broad spectrum of digital marketing. Students will learn to utilize digital tools$ social networks and media$ strategies$ and tactics to create awareness and to promote products and services to consumers and businesses. ( 3 hr. lecture ),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
122,52.14,T,T,MAR,2150,International Marketing,Students will learn the four P's of product$ price$ place (distribution)$ and promotion as they relate to a global marketing strategy. The concepts are introduced within the international trade framework$ as well as the cultural$ social$ economic$ regulatory$ and political environments affecting global marketing efforts. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
127,27.01,T,T,MAT,1033,Intermediate Algebra,The student will learn the concepts of linear equations$ quadratic equations$ rational equations$ radical equations$ rational expressions and equations$ complex numbers$ graphing linear equations and inequalities in one and two variables$ and related applications. ,T,3,3,0,S,U,Prerequisite: MAT0022C or MAT0028 or MAT0057; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
128,26.01,T,T,MCB,2010,Microbiology,This course introduces basic principles of morphology$ physiology$ biochemistry and genetics of microorganisms. The students will learn representative types of microorganisms including bacteria$ alga e$ protozoa and viruses and the roles of various microorganisms in health and disease$ modes of transmission and the effects of their activities in our biosphere. Students are strongly recommended to take the laboratory component MCB 2010L. Prerequisites: BSC 2010/2010L or BSC 2085/2085L$ CHM 1033/1033L or CHM 1045/1045L. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: BSC2010/2010L or BSC2085/2085L$ CHM1033/1033L or CHM1045/1045L.; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
129,27.01,T,T,MGF,1106,Mathematics For Liberal Arts 1,The student will examine sets$ logic$ Euclidean geometry$ probability$ and statistics. ,T,3,3,0,S,U,Prerequisite: MAT1033; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
130,27.01,T,T,MGF,1107,Mathematics For Liberal Arts 2,The student will learn the concepts of financial mathematics$ linear and exponential growth$ numbers and number systems$ history of mathematics$ elementary number theory$ voting techniques$ and graph theory. Prerequisite: Course$ Placement Score$ or Eligible Exemption. ( 3 hr. lecture ),T,3,3,0,S,U,Prerequisite: MAT1033 with a grade of "C" or better or equivalent.; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
131,52.18,T,T,MKA,1021,Fundamentals Of Selling,The nature and requirements of selling$ including a consideration of buyer motivations and selling theories in relation to various buyer-seller situations. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
132,52.18,T,T,MKA,1041,Principles Of Retailing,Major types of retail institutions and their organizational structure; activities of the merchandising$ operating and controlling divisions; buying and merchandising functions; methods of financial$ inventory$ and credit control; and the selection and training of personnel. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
133,52.18,T,T,MKA,1161,Introduction To Customer Service,A survey course which examines the attitudinal$ behavioral and procedural basics which are common across all customer service sectors. An extensive vocabulary of customer service terms will be developed and students will understand their practical application in today's business environment.,T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
134,52.02,T,T,MTB,1103,Business Mathematics,Reviews the basic arithmetic processes and covers mathematics and computations used in business including cash and trade discounts$ commissions$ markup$ markdown$ depreciation$ simple and compound interest and bank discounts$ payroll records$ taxes$ insurance$ inventory$ analysis of financial statements$ statistics (mean$ median$ and mode)$ charts and graphs$ and consumer applications. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
136,50.09,T,T,MUL,1010,Music Appreciation,The development of the various styles$ forms$ and idioms$ in music. The emphasis is given to the student's ability to understand and enjoy music.,T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
137,50.09,T,T,MUL,2380,Jazz And Popular Music In America,A survey of the development of popular and jazz music with an emphasis on musical styles and outstanding artists. Fulfills Gordon Rule writing requirement. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
148,51.38,T,T,NUR,3045,Culture In Nursing Practice,This course focuses on the use of the nursing process to provide culturally competent health care$ including assessing and identifying cultural practices$ values and beliefs that affect nursing practice. The student will be introduced to the components of cultural competence$ which includes awareness$ sensitivity$ and brokering interventions. This course will incorporate culturally relevant planning$ implementation and evaluation. Minimum grade of C or better required. Corequisite: NUR 3805 (3hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite: NUR3805,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
150,51.38,T,T,NUR,3165,Nursing Research,This course provides a basic understanding of the steps and processes of qualitative and quantitative nursing research$ with an emphasis on the development of the basic skills of analyzing research findings and how they can be incorporated and applied to clinical practice. Ethical and theoretical issues will be discussed. Minimum grade of C or better required. Prerequisite: Admission to the program. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: Admission to the program.; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
153,51.38,T,T,NUR,3846,Foundations Of Professional Nursing,This course explores the evolution of professional nursing knowledge and theories. Concepts are analyzed in relation to conceptual theoretical frameworks within Nursing. Students will integrate philosophies and theories in the delivery of healthcare and theories are introduced as a foundation for the delivery of healthcare in a multicultural/global environment. Minimum grade of C or better required. Corequisite: NUR 3069. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite: NUR3069.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
154,51.38,T,T,NUR,4636,Community Health Nursing,This course focuses on the holistic aspects of community nursing care applied to diverse global populations across the lifespan. The course introduces students to community nursing practice and formulates a paradigm shift from individual patients to the global community$ addressing the history$ evolution$ theoretical framework$ and purpose of community health nursing practice with an introduction to epidemiological principles$ concepts of community assessment$ health promotion$ maintenance and education. The course involves the analysis of current knowledge and practice to illness prevention$ health promotion$ health restoration$ community education and empowerment. Minimum grade of C or better required. Prerequisite: NUR 3069$ 3805; corequisite: NUR 4636L. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: NUR3069$ NUR3805.; Corequisite: NUR4636L.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
155,51.38,T,T,NUR,4667,Globalization Of Nursing Practice,This course focuses on world health issues that influence international health practices with an emphasis on preparing the professional nurse to become a major contributor to the international health care team. The course will include political$ economical$ social$ and demographic issues that affect health care systems of select countries and address the role of nurses in the delivery of global health care. Minimum grade of C or better required Prerequisite: NUR 3069$ 3805; corequisite: NUR 4827. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: NUR3069$ NUR3805.; Corequisite: NUR4827.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
156,51.38,T,T,NUR,4827,Leadership And Management Theory,This is an introductory course to leadership and management concepts and theories needed in today's health care environment. The course focuses on unique and innovative approaches to delegation$ decision-making$ budgeting$ quality improvement$ evidence-based practice$ and population-based practice. Minimum grade of "C" or better required.,T,3,3,0,S,U,Prerequisite: None; Corequisite: NUR4667.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
157,26.01,T,T,OCE,1001,Introduction To Oceanography,The oceans$ their nature and extent. The causes and effects of waves and current; biology of sea life; geology of the sea floor$ erosion and bottom deposits and related meteorological and economic effects. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
158,23.11,T,T,OST,2335,Business Writing,Covers the procedures for writing effective business letters and memorandums$ a review of grammar$ and the proper format of today's business correspondence. Students learn how to prepare inquiry letters$ direct and indirect response letters$ application letters and resumes$ and short reports.,T,3,3,0,S,U,Prerequisite: OST1330; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
159,38.01,T,T,PHI,2010,Introduction To Philosophy,This is a foundation course in philosophy. Students will learn about topics such as epistemology$ metaphysics and ethics. The course introduces the methods of philosophy$ addresses some major philosophical questions and examines the views of various philosophers from around the world. Prerequisite: ENC 1101. Fulfills Gordon Rule writing requirement. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: ENC1101.; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
160,38.01,T,T,PHI,2604,Critical Thinking/Ethics,This is a foundation course in philosophy. Students will learn critical thinking skills and will study major theories of ethics. Students will use methods of effective reasoning to reflect critically upon their values and ethical standards. Students will apply their skills to topics in applied ethics. These topics may include abortion$ euthanasia$ affirmative action$ homosexual marriage$ animal rights and environmental ethics.  Fulfills Gordon Rule Writing requirement.  Prerequisite: ENC 1101 (3 hr. lecture),T,3,3,0,S,U,Prerequisite: ENC1101; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
161,40.08,T,T,PHY,1025,Basic Physics,This course will help students to facilitate the transition from high school to college/university physics. The course will emphasize problem-solving techniques. Topics may include units of measure$ particle mechanics$ conservation laws$ and basic field concepts. Prerequisite: MAC1105. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: MAC1105; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
162,22.03,T,T,PLA,2003,Fundamentals Of Law,This course provides students with an overview of the American legal system. It explores the basic concepts of law in society including the different sources of law. The federal$ state and county court systems are examined along with judicial interpretation of the law. The course also covers the distinctions between procedural and substantive law$ civil versus criminal and a court of equity and a court of law. The roles of paralegals are discussed with an emphasis given in their professional relationships$ functions$ career opportunities and ethical obligations. Prerequisite: ENC 1101. Special fee. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: ENC 1101.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
163,45.10,T,T,POS,2041,American Federal Government,The American Constitution and its development$ the organization and functions of the national government$ political parties and the electoral process$ and the relationship of the individual to the federal government. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
164,45.10,T,T,POS,2112,State And Local Government In America,The typical state and local government organization$ together with political practices in America$ with special emphasis on the governmental organization and the major contemporary political problems of the State of Florida and of Florida communities. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
165,40.08,T,T,PSC,1121,General Education Physical Science,A study of the major concepts and principles from each of the following areas: physics$ chemistry$ and astronomy. Prerequisite: MAT1033. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: MAT1033; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
166,40.08,T,T,PSC,1515,Energy In The Natural Environment,Investigation of the physical environment using energy as a theme to demonstrate the impact of science and technology on the environment and on the lives of people.   Special fee. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
167,42.01,T,T,PSY,2012,Introduction To Psychology,This course provides an overview of the field of psychology. Students will learn about the biological and environmental bases of behavior$ and theories and concepts in such areas as personality$ intelligence$ learning$ motivation$ emotions and mental illness. Students will increase their knowledge about the brain-body connection and applied neurosciences. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
168,9.010,T,T,PUR,2003,Public Relations,This course provides students with a broad spectrum of topics as related to the Public Relations profession. Current practices or organized programs used in business to earn public acceptance and good will for products$ services$ personnel$ and policies are explored$ studied and experienced. The course employs a hands-on approach to applying public relations technique in hypothetical business situations. Students prepare press releases$ brochures$ and other collateral materials. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
169,52.02,T,T,QMB,2100,Basic Business Statistics,The application of basic statistical methods to business problems. Emphasis is on learning to select the appropriate statistical method of solving a given business problem$ applying the chosen method$ and interpreting the solution.   Prerequisite: Acceptable score on the Algebra Placement test or equivalent; corequisite: QMB 2100L. Fulfills Gordon Rule computational requirement. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: Acceptable score on the Algebra Placement test or equivalent; Corequisite: QMB2100L,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
176,24.01,T,T,REL,1210,Religion Of The Old Testament,The historical sources and material in the Old Testament$ with emphasis on its literary and cultural importance. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
177,24.01,T,T,REL,1240,Religion Of The New Testament,The historical sources and material in the New Testament$ with emphasis on its literary and cultural importance. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
178,24.01,T,T,REL,2300,Survey Of World Religions,A survey of the origins$ beliefs and contemporary practices of the world's religions: Hinduism$ Islam$ Taoism$ Zen Buddhism$ Judaism$ Christianity and Confucianism. Attention is given to the interactions between specific religions and the cultures in which they are practiced.,T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
179,52.02,T,T,SBM,1000,Small Business Management,Students will learn that growing a business involves shifting from the search for and validation of a business model to executing and scaling the business model. The skill sets are different and more formal management is often required. The course reviews the context and complexity of scaling a business and executing a business model. ( 3 hr. lecture ),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
180,26.01,T,T,SLS,1505,College Survival Skills,This is an introductory self-discovery course designed to help students make the transition to college. Students will learn the knowledge and skills necessary for success$ including knowledge of academic policies and procedures$ effective study strategies$ and making sound academic and career choices. (1 hr. lecture),T,1,1,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
181,26.01,T,T,SLS,1510,Preparing For Student Success,This course provides an orientation to college life and helps develop academic$ career$ and personal goals. Students will learn college success strategies$ goal-setting$ learning style assessments$ as well as general and discipline-specific study skills in the context of various theoretical$ practical$ and experiential perspectives. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
183,9.010,T,T,SPC,1017,Fundamentals Of Speech Communication,This course provides students with the oral communications skills necessary for success in personal$ professional and educational settings. Students will learn through the study and experiential practice of interpersonal communication$ presentational speaking and group dynamics of communication and be able to use them effectively. Gordon Rule assigned. Special fee. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
184,27.05,T,T,STA,2023,Statistical Methods,This course will introduce the student to statistical methods. The student will examine how to collect$ group$ and present data$ measures of central tendency$ dispersion$ probability$ hypotheses testing$ confidence intervals$ and correlation. Prerequisite: MAT1033 or MGF1106 with a grade of C or higher. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: MAT1033.; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
185,45.11,T,T,SYG,2000,Introduction To Sociology,This course engages in a scientific study of society providing an overview of sociology as a social science. It includes its development as a discipline and methodology. It examines culture as a basis for human behavior$ how it is acquired and its norms obeyed. It explores the issues of social inequality within society$ including the issues of ethnicity and gender. The issues of social change and social institutions are examined$ along with those of demography and urbanization$ together with the great challenges these currently pose to the modern world. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
186,45.11,T,T,SYG,2230,Multi-Ethnic America,An introduction to the theory and problems of minority groups in American society. The focus is on structural inequality$ institutional discrimination$ and the changing patterns of prejudice and discrimination. (3 hr. lecture),T,3,3,0,S,U,None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
187,52.16,T,T,TAX,2000,Income Tax,Federal income tax fundamentals with emphasis on individual returns. Topics considered include gross income$ capital gains and losses$ deductions and exemptions$ and tax credits. Special fee. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
188,54.01,T,T,WOH,2012,History Of World Civilization To 1789,This course covers the history of World Civilizations from the prehistoric period to the 18th century. Students will learn the major political$ social$ economic$ and cultural structures of civilizations and their development through 1789. (3 hr. lecture),T,3,3,0,S,U,Prerequisite: None; Corequisite:  None,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
190,43.01,T,T,CCJ,3663,Female Crime And Delinquency,A study of females in society and the criminal justice system. Includes the female delinquent$ females as criminals$ females as victims$ and the impact of females as professionals in the Criminal Justice System. Prerequisites: CCJ 1191$ 2500. (3 hr. lecture),T,3,3,0,S,U,Prerequisites: CCJ 1191$ 2500.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
191,43.01,T,T,CCJ,3666,Victimology,A comprehensive study of victimization; analysis of contemporary victim-assistance and victim compensation programs and related research; review of the historical importance of victim restitution as a basis for punitive criminal law. Prerequisite: CCJ 1191. (3 hr. Lecture),T,3,3,0,S,U,Prerequisite: CCJ 1191.,EnrollProcedure,T,T,T,www.mdc.edu/admissions/ ,F
